Name,Description,Deadline,Application_url,Eligibility
KaBoom!’s Let’s Play Imagination Playground Grants,"KaBoom! supports organizations that build playgrounds for children and youth to ensure they have the opportunity to lead an active and healthy lifestyle. KaBoom! grants support community-inspired projects that engage the larger community in all aspects of project planning and playground build execution. Let’s Play Imagination Playground Grants encourage creativity, communication, and collaboration in play with a collection of custom-designed, oversized blue foam parts. Imagination Playground allows children to turn their playground into a space constantly built and rebuilt by their imagination. Deadline: Rolling.",Deadline: Rolling,https://kaboom.org/grants/creative_play,0
Children’s Obesity Fund’s Healthy Lifestyle Grants,"The Children’s Obesity Fund seeks to educate parents and children about the rising obesity rates in America, reverse the statistics and dangerous trends, and prevent the next generation from continuing down the alarmingly unhealthy road. The fund strives to increase awareness and understanding of what it takes to be a strong, vigorous child by supporting programs and organizations that work to make a difference in children’s health. Deadline: Rolling.",Deadline: Rolling,http://www.childrensobesityfund.org/grantfundraising-faq/,0
Andrew Family Foundation’s Junior Board Grants,"The Andrew Family Foundation Junior Board seeks to fund public, nonprofit organizations under section 501(c)(3) whose purpose is focused on positively impacting the lives of youth. The board aspires to help people enrich their lives by providing opportunities for education in traditional academics and the arts. Preference is given to well-established organizations with five or more years of operating experience (unless a board member has familiarity with the organization) and organizations with a budget of less than $5 million. Deadline: Rolling.",Deadline: Rolling,https://online.foundationsource.com/andrew/juniorboard2.htm,0
Wish You Well Foundation’s Family Literacy Donations,"The mission of the Wish You Well Foundation is to support family literacy in the United States by fostering and promoting the development and expansion of new and existing literacy and educational programs. Donations are made to programs and projects that relate to and aid in this stated mission. The foundation reviews donation requests with a wide array of funding needs. Previous grants were awarded for a book club at an elementary school, a dyslexia tutoring program, a family literacy night event, and a program that enlists trained volunteers to provide instruction to first and second grade children who need extra help learning to read and write. Other donations have supported basic literacy, financial literacy, G.E.D. preparation, English as a Second Language (ESL), and school readiness of low-income children in rural communities. Deadline: Rolling.",Deadline: Rolling,http://www.wishyouwellfoundation.org/apply-for-funding/,1
Saxena Family Foundation Grants,"The Saxena Family Foundation has a particular focus on initiatives that promote US science, technology, engineering, and mathematics (STEM) education and the empowerment of girls, female children, and young women so that they have equal rights later in life. The foundation focuses on empowerment programs to include economic, educational, and political empowerment of women through literacy programs, jobs, and life-skills training. Previous grantees have included schools, universities, and nonprofit organizations. Deadline: Rolling.",Deadline: Rolling,http://www.saxenafoundation.com/guidelines.html,1
VolunTEEN Nation’s Sports-for-All Clinic Grant,"VolunTEEN Nation is a group of teenagers and young adults engaged in volunteering and community service nationwide. Created and developed by youth, the Sports-for-All Clinic Grant can provide funding, support, and guidance to any event that aims to provide youth-led sports programs for youth on the autism spectrum. Many communities lack athletic programs for autistic children. The Sports-For-All Clinic programs help improve hand-eye coordination, motor skills, and the ability to focus. They also give parents and children an opportunity to socialize. The grant can be used to fund facility rental, purchase equipment or healthy snacks, generate promotional fliers, and organize events. Interested youth are required to submit an online grant application form, a grant request, and two letters of recommendation to the contact email address. One letter of recommendation must be on official school letterhead from a principal, athletic director, coach, adult supervisor, or local autism support group. The second letter must be from the organization, facility, community field, or school that will host the clinic. All accompanying letters must be sent via email. Deadline: Rolling.",Deadline: Rolling,http://volunteennation.org/blog/categories/latest-news/436-sports-for-all-clinic,0
DuPont Pioneer Community Grants,"DuPont Pioneer supports communities where its employees and customers live and work, providing grants for a project or program that focuses on the prekindergarten through grade 12 education, food security, and community betterment. Eligible community organizations include local schools, public charities, and 501(c)(3) organizations. Deadline: Rolling.",Deadline: Rolling,http://www.pioneer.com/home/site/about/business/pioneer-giving/community-giving/,1
"The Brown Foundation, Inc. Education Grants","The Brown Foundation, Inc. supports charitable purposes that encourage and assist programs and projects in education, arts and humanities, health and human services, and community service. In the area of education, funding is focused on the primary and secondary school levels. Initiatives that support nontraditional and innovative approaches designed to improve public education within the State of Texas are ideal. Also of interest to the foundation are community service projects serving the needs of children and families. Deadline: Rolling.",Deadline: Rolling,http://www.brownfoundation.org/guidelines,1
The Halliburton Foundation Education Grants,"The Halliburton Foundation accepts grant proposals from U.S. based nonprofit organizations that serve the following areas: education, health, and health-related social services. Strong preference is given to organizations in areas where there is a significant presence of Halliburton employees and operations. Direct Grants are made to U.S.-based elementary and secondary schools and higher education institutions. Additionally, the foundation supports education at all levels through employee matching gifts and scholarships. Deadline: Rolling.",Deadline: Rolling,http://www.halliburton.com/en-US/about-us/community/halliburton-foundation/default.page?node-id=hgeyxt9a,1
US Department of Education’s Carol M. White Physical Education Program,"The Carol M. White Physical Education Program provides grants to local educational agencies and community-based organizations to initiate, expand, or enhance physical education programs, including after-school programs, for students in kindergarten through grade 12. Grant recipients must implement programs that help students make progress toward meeting state standards. Projects must be designed to help students meet its state’s physical education standards by undertaking instruction in healthy eating habits and good nutrition and at least one of the authorized physical fitness activities. Deadline: Rolling.",Deadline: Rolling.,http://www2.ed.gov/programs/whitephysed/index.html,0
Shell Education Grants,"Shell focuses on energy awareness with special publics, increasing interest in technical careers among students and professional development in science and math among educators and supports K-12 programs that boost math and science skills, as well as university programs that aid engineering and geoscience students and departments. Shell funds projects at vocational and technical schools where chemical and refinery operators and technicians are trained and are especially interested in supporting educational outreach in math, science and technology to women/minority students and academic institutions with ethnically diverse enrollments. Deadline: Ongoing.",Deadline: Ongoing,http://www.shell.us/sustainability/request-for-a-grant-from-shell.html,0
Brooks Brothers Donation Requests,"Brooks Brothers seeks to support the communities within and beyond the areas it serves by accepting requests for donated items to be used in auctions, raffles, and other fund-raising events. Requests from local and national nonprofit organizations focused on improving communities through health, education, and the arts are accepted. Organizations can submit a request for a donation directly on the website. A resource is also available to download on the website to help applicants get ideas about items for an auction or event fund-raiser. Deadline: Rolling.",Deadline: Rolling,http://brooksbrotherscorporate.requestitem.com/,1
Finish Line Youth Foundation Programmatic Grants,"Finish Line Youth Foundation directs funding to organizations in communities where Finish Line employees live and work that provide opportunities for youth participation in the following areas: youth athletic programs, community-based programs addressing active lifestyle and team-building skills, established camps with an emphasis on sports and active lifestyle, especially programs serving disadvantaged and special needs children. The foundation is particularly interested in organizations providing opportunities for participation of children and young adults age 18 and under and organizations whose activities provide direct services to individuals and produce tangible results. Deadline: Rolling.",Deadline: Rolling,http://www.finishline.com/store/youthfoundation/guidelines.jsp,0
TD Bank Charitable Foundation Grant,"The TD Charitable Foundation provides financial support through its grant application process to organizations providing service in these areas of focus: affordable housing, education/financial literacy, and the environment. Special consideration is given to programs that support low- to moderate-income individuals by providing services, training, or education that improves the quality of life and provides opportunities for advancement. Deadline: Rolling.",Deadline: Rolling,http://www.tdbank.com/community/charitable_foundation_grant.html,1
Sony Corporation of America Grants,"Sony Corporation of American and its operating companies offer funding to programs that support education and creative, artistic, technical, and scientific skills that are necessary for tomorrow’s workforce. Previous education grants have funded a wide range of environmental media teaching and research projects; meaningful environmental education events and programs; quality education programs for at-risk students; arts and arts education; equipment for educational nonprofits and academic institutions, including major colleges and universities across the country; youth mentoring educational program to teach students about workplace etiquette and various careers available in the technology and entertainment industries; and multiple other mentoring opportunities, including one-on-one, school-based, or in the workplace. Eligible applicants are nonprofit 501(c)(3) organizations. Priority is given to efforts that promote literacy and basic educational competency. Deadline: Rolling.",Deadline: Rolling,http://www.sony.com/en_us/SCA/social-responsibility/giving-guidelines.html,1
Ford Foundation Grants,"The Ford Foundation provides grants for projects and programs in three broad areas: (1) advancing knowledge, creativity, and achievement, (2) reducing poverty and injustice, and (3) promoting democratic values. Project activities must be educational, scientific, or charitable to be eligible for funding. Deadline: Rolling.",Deadline: Rolling,http://www.fordfoundation.org/grants/organizations-seeking-grants,1
Toyota USA Foundation,"The Toyota USA Foundation works to enhance quality of education in kindergarten through grade 12 by building partnerships with nonprofit organizations dedicated to improving the teaching and learning of mathematics, science, and environmental science. Eligible organizations must have qualified tax-exempt status and be located in and serve people in the United States. Priority is given to programs that are creative, innovative, and develop the potential of students and teachers; are broad in scope and incorporate a systemic approach; and are cost effective and possess a high potential for success with relatively low duplication of effort. The foundation will support only one program from an organization at a time. Deadline: Rolling.",Deadline: Rolling,http://www.toyota.com/usa/community/articles/community_grants_foundation.html,1
RGK Foundation,"The RGK Foundation awards grants in the broad areas of education, community, and health/medicine. The Foundation's primary interests within education include programs that focus on formal K-12 education (particularly mathematics, science and reading), teacher development, literacy, and higher education. Deadline: Rolling.",Deadline: Rolling,http://www.rgkfoundation.org/public/guidelines#programs,1
Healthy Lifestyle Grants,"The Children’s Obesity Fund seeks to educate parents and children about the rising obesity rates in America, reverse the statistics and dangerous trends, and prevent the next generation from continuing down the alarmingly unhealthy road. The fund strives to increase awareness and understanding of what it takes to be a strong, vigorous child by supporting programs and organizations that work to make a difference in children’s health. Deadline: Rolling.",Deadline: Rolling,http://www.childrensobesityfund.org/grantfundraising-faq/,0
Wish You Well Foundation Funding,"The Wish You Well Foundation's mission is “supporting family literacy in the United States by fostering and promoting the development and expansion of new and existing literacy and educational programs.” Past grantees include book drives, one-on-one tutorial programs, and parental support programs. Most requests range from $200 to $10,000. Deadline: Rolling.",Deadline: Rolling,http://www.wishyouwellfoundation.org/apply-for-funding/,0
The Awesome Foundation: Grants for Projects,"The Awesome Foundation funds projects that challenge and expand our understanding of our individual and communal potentials, bringing communities together, casting aside social inhibitions and boundaries for a moment. Maximum award: $1,000. Eligibility: all people and organizations; there are no prerequisites. Deadline: Rolling.",Deadline: Rolling,http://www.awesomefoundation.org/en/faq,1
Microsoft: DigiGirlz High Tech Camp,"Microsoft DigiGirlz High Tech Camp for girls works to dispel stereotypes of the high-tech industry. During the camp session, the girls listen to executive speakers, participate in technology tours and demonstrations, network, and learn through hands-on experience in workshops. This year camps will take place at various dates throughout the summer in Stonybrook, NY; Charlotte, NC; Fargo, ND; Redmond, WA; Las Colinas, TX; and St. Louis, MO. Maximum award: free attendance to camp. Eligibility: girls grades 9-11 in the 2015-2016 school year, and at least age 13 at time of application, with some location exceptions. Deadline: Varies by location.",Deadline: Varies by location,http://www.microsoft.com/en-us/diversity/programs/digigirlz/hightechcamp.aspx,0
Wish You Well Foundation: Grants for Literacy,"The Wish You Well Foundation's mission is to foster and promote the development and expansion of new and existing literacy and educational programs. Maximum award: $10,000. Eligibility: 501(c)3 organizations. Deadline: Rolling.",Deadline: Rolling,http://wishyouwellfoundation.org/apply/,1
USGA/Alliance: Grants for the Good of the Game,"The National Alliance for Accessible Golf (Alliance) and the United States Golf Association (USGA) believe that golf should be open to everyone and supports a wide variety of programs that create opportunities for individuals with disabilities to participate in the sport. They especially encourage inclusive programming- opportunities that allow participants with disabilities and participants without disabilities to learn and play the game side by side. Maximum award: $20,000. Eligibility: tax-exempt, nonprofit organizations as defined under Section 501(c)3 of the U.S. Internal Revenue Code or government entities such as public schools or municipalities. Deadline: Rolling.",Deadline: Rolling,http://www.accessgolf.org/grants/alliance_grants.cfm,0
Adobe: ConnectED software grants,"As part of the White House's ConnectEd initiative, Adobe is offering creative tools and teacher professional development to schools across the United States. Maximum award: Adobe Photoshop, Adobe Premiere, Adobe Presenter, Adobe Captivate, Adobe Echosign, and a range of teacher training resources. Eligibility: public, state-operated, county-operated school, or BIA schools at the elementary or secondary school level that receive Title I funds. Deadline: Rolling.",Deadline: Rolling,http://edex.adobe.com/connected/faq,0
Share Our Strength: No Kid Hungry Grants,"Share Our Strength awards grants to eligible organizations involved in increasing access to summer meals programs supported through the Summer Food Service Program or the National School Lunch ""Seamless Summer"" Program; educating and enrolling more eligible families in the Supplemental Nutrition Assistance Program (SNAP) and the Women, Infants, and Children (WIC) program; increasing the availability of school breakfast through alternative models such as ""in-classroom"" breakfast and ""grab-n-go"" breakfasts; increasing access to afterschool snack and meal programs, as well as child care programs, supported through the Child and Adult Care Food Program (CACFP); and advocacy around any of the above anti-hunger issues. Maximum award: $10,000. Eligibility: nonprofit organizations and schools in the U.S. Deadline: Rolling.",Deadline: Rolling,http://www.nokidhungry.org/solution/community-investments,0
Brown Rudnick Center for the Public Interest: Community Grant Program,"The Brown Rudnick Center Community Grant Program recognizes, encourages, and collaborates with front-line workers within the educational system who often do not have a voice in funding decisions; and provides funding to assist with small, concrete projects or needs that will make an improvement in inner-city education in Boston, Hartford, New York City, Providence, and Washington, D.C. within a year of the award. Maximum award: $2,000. Eligibility: ""front line educational workers"" involved in the education field or a related field in Boston, Hartford, New York City, Providence, or Washington, D.C. partnered with a non-profit organization or tax-exempt organization (e.g. a public school) that is willing to accept the grant and use it in the required manner. Deadline: Rolling.",Deadline: Rolling,http://www.brownrudnickcenter.com/foundation/community-grant-application,0
Campbell's: Labels for Education,"The Campbell's, Inc. Labels for Education Program gives schools free educational equipment in exchange for labels from Campbell products. Maximum award: varies. Eligibility: Schools or parents coordinate label drives to raise resources for schools. Deadline: None.",Deadline: None,http://www.labelsforeducation.com/About-the-Program,0
Fender Music Foundation: Grants,"Fender Music Foundation grants are awarded to music academies, schools, local music programs and national music programs across America, particularly in-school music classes, in which the students make music; after-school music programs that are not run by the school; and music therapy programs, in which the participants make the music. Maximum award: up to 8 instruments. Eligibility: established, ongoing and sustainable music programs in the United States, which provide music instruction for people of any age who would not otherwise have the opportunity to make music. Deadline: Rolling.",Deadline: Rolling,http://www.fendermusicfoundation.org/grants/?sec=info,0
Public Welfare Foundation: Grants for Organizations that Serve Disadvantaged Communities,"The Public Welfare Foundation supports organizations that address human needs in disadvantaged communities, with strong emphasis on organizations that include service, advocacy, and empowerment in their approach: service that remedies specific problems; advocacy that addresses those problems in a systemic way through changes in public policy; and strategies to empower people in need to play leading roles in achieving those policy changes and in remedying specific problems. The foundation provides both general support and project-specific grants. The foundation is currently focusing on criminal and juvenile justice, and workers' rights. Maximum award: $50,000. Eligibility: public and private entities, including nonprofit organizations and for-profit organizations. Deadline: Rolling.",Deadline: Rolling,http://www.publicwelfare.org/ApplyGrant/Guidelines.aspx,1
Fund for Teachers: Grants,"The Fund for Teachers provides funds for direct grants to teachers to support summer learning opportunities of their own design. Maximum award: $5,000. Eligibility: teachers who work with students in grades pre-kindergarten through 12, with a minimum of three years teaching experience, full-time, spending at least 50 percent of the time in the classroom at the time grants are approved and made. Deadline: Varies by State.",Deadline: Varies by State,http://www.fundforteachers.org/apply.php,0
General Mills Twin Cities Grant Program,"These grants focus on the communities in the Twin Cities area and their surrounding areas (up to 50 miles from the General Mills facility in each community) in the areas of youth nutrition and fitness, social services, education, and arts and culture. In Minnesota, the General Mills Foundation supports K-12 education in the seven-county metropolitan area of Minneapolis and St. Paul. These grants range from $2,500 to $10,000, and are reviewed on a quarterly basis. Deadline: Ongoing.",Deadline: Ongoing,http://www.generalmills.com/Responsibility/community_engagement/Grants/Twin%20Cities_area/Twin_Cities_Grants/Twin_Cities_Grant_Guidelines.aspx,0
Lockheed Martin: Grants for Education,"Lockheed Martin provides grants for K-16 Science, Technology, Engineering and Math (STEM) Education. This includes Lockheed Martin's K-12 STEM Education Initiative, Engineers in the Classroom, as well as STEM-focused curricular and extracurricular programs that provide employee engagement opportunities in a community in which Lockheed Martin has employees or business interests. Maximum award: varies. Eligibility: 501(c)(3) organizations that deliver standards-based science, technology, engineering and math (STEM) education to students in K-16. Deadline: Rolling.",Deadline: Rolling,http://www.k-12schoolgrants.com/corporate-grants/Lockheed_Martin_Corporation_Grants/schoolgrant_61.aspx,0
Safeway Foundation Grants,"The Safeway Foundation seeks to fund nonprofit organizations that have programs that align with its four priority areas: hunger relief, education, health and human services, and assisting people with disabilities. Maximum award: Grant amounts vary for organizations that are national in scope, but a first-time funded organization will typically receive a grant of $10,000 to $25,000. Eligibility: 501(C)(3) organization located in an area where there are Safeway stores. Deadline: Rolling.",Deadline: Rolling,http://www.safewayfoundation.org/get-funded/what-we-fund.html,1
Project Produce,"The Chef Ann Foundation has teamed up with Skoop, a superfoods company committed to bringing the health benefits of superfoods to every American. Together we have launched Project Produce. These $2,500 grants assist you in expanding your students’ palates, and encouraging increased consumption of and exposure to fresh produce through engagement in lunchroom education activities that encourage students to taste new vegetables and fruits offered either in a dish, cooked, or raw. The goal is to provide funds to support the food cost of these activities which are designed to touch every child. Offering these events to all kids whether they bring or buy lunch requires additional funds. Grants can help you fill that gap. Maximum award: $2,500. Eligibility: Any district or independent school participating in the National School Lunch Program (NSLP) is eligible to apply. Deadline: Rolling.",Deadline: Rolling,http://www.chefannfoundation.org/programs/project-produce,0
American Honda Foundation's Youth Education Grants,"Honda aims to Help meet the needs of American society in the areas of youth and scientific education by awarding grants to nonprofits, while strategically assisting communities in deriving long-term benefits. Honda supports youth education with a specific focus on the STEM (science, technology, engineering and mathematics) subjects in addition to the environment. Maximum award: $75,000. Eligibility: 501(c)(3) public charity or a public school district, private/public elementary or secondary school as listed by the NCES. Deadline: Rolling.",Deadline: Rolling.,http://www.honda.com/community/applying-for-a-grant,0
BJ’s Adopt-A-School Program,"BJ’s Adopt-A-School Program started in 1996 with a single school. Over the years, it has expanded to help schools in 15 states. The program’s mission: giving “adopted” schools support they can use to enhance existing programs and curriculum objectives. It is just another way BJ's care about their Members and the communities that they live in. Now in its 19th year, BJ’s Adopt-A-School program has provided more than $1.8 million in funding to thousands of schools, helping ensure children receive a quality education. Here’s how it works: Public school teachers from across America post project requests at DonorsChoose.org for materials they need like books, art supplies, software, the list is long! Donors are people just like you and companies like us — people interested in supporting education, who search the site and give to the project that inspires them most. When a project reaches its funding goal, the materials are shipped to the school, and donors receive photos of the project and a letter from the teacher. Schools participating in BJ’s Adopt-A-School Giving Program receive a one-time donation to use toward discretionary programs, such as field trip and special events, reading enhancement programs or other educational needs, and a complimentary BJ’s Business Membership, providing access to low-cost, high-quality supplies. Maximum award: varies by project. Eligibility: U.S. public elementary schools. Deadline: Rolling.",Deadline: Rolling,http://www.bjs.com/adopt-a-school.content.about_adopt_school.A.about_community2,0
A Little Hope Youth Bereavement Support Services Grants,"A Little HOPE supports organizations that provide bereavement support services and grief counseling to children and teens who have experienced the death of a parent, sibling, or loved one. To be considered, applicants must e-mail (no telephone calls) the name of their program, website address, names of the executive director and program director, and the location of the program. No other information is needed or will be processed. Strong preference will be given to applicants who demonstrate a commitment to the use of community trained volunteers. Introductory emails are accepted year-round. Upon review, selected applicants will be invited to submit a complete application. Maximum award: Grant award amounts are based on the scope and budget of the project. Eligibility: Independent bereavement centers and camps who demonstrate a commitment to the use of community trained volunteers whose programs demonstrate multicultural competence in addressing children and adolescents' bereavement needs. Deadline: Rolling",Deadline: Rolling,http://www.alittlehope.org/granting,0